Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.49,-0.70,0.77,114.38,19.22,-19.69
0.48,-0.66,0.75,118.41,30.11,-19.88
0.43,-0.65,0.73,115.13,35.51,-19.68
0.41,-0.63,0.73,114.05,35.22,-21.42
0.36,-0.61,0.70,113.60,30.24,-21.80
0.33,-0.55,0.66,111.18,25.04,-18.90
0.34,-0.54,0.62,103.47,27.45,-13.07
0.33,-0.49,0.66,92.00,29.60,-8.78
0.39,-0.47,0.66,83.77,31.95,-7.66
0.36,-0.46,0.63,85.01,22.75,-6.46
0.34,-0.50,0.74,96.63,19.42,-6.17
0.30,-0.52,0.73,101.45,18.24,-0.35
0.29,-0.48,0.70,102.35,25.36,2.06
0.29,-0.46,0.62,104.26,23.30,5.76
0.28,-0.37,0.57,102.37,20.44,9.08
0.29,-0.33,0.55,92.40,17.28,9.98
0.31,-0.33,0.58,85.92,8.96,8.52
0.31,-0.32,0.60,82.98,-0.49,10.43
0.30,-0.31,0.63,77.54,-9.11,14.17
0.29,-0.30,0.65,71.40,-20.14,18.50
0.30,-0.31,0.66,65.69,-29.16,22.56
0.32,-0.28,0.67,57.15,-27.76,16.37
0.34,-0.29,0.71,57.02,-40.02,24.31
0.30,-0.28,0.77,63.37,-46.14,31.11
0.39,-0.27,0.69,58.15,-23.28,26.35
0.41,-0.25,0.68,60.93,-16.02,27.02
0.36,-0.26,0.71,62.46,-15.95,20.12
0.41,-0.24,0.69,58.40,-12.47,15.82
0.36,-0.21,0.66,53.65,-6.69,15.86
0.36,-0.17,0.65,50.89,-10.27,14.23
0.36,-0.23,0.55,43.83,-12.60,11.86
0.40,-0.20,0.60,43.57,-5.13,12.81
0.33,-0.21,0.61,35.77,-8.67,14.72
0.39,-0.22,0.59,32.79,3.57,14.87
0.40,-0.17,0.59,28.60,15.45,18.06
0.38,-0.17,0.61,32.76,23.39,19.50
0.34,-0.18,0.64,31.10,19.94,19.60
0.38,-0.14,0.57,23.50,29.79,19.63
0.37,-0.15,0.58,19.36,33.05,16.12
0.37,-0.15,0.66,9.79,22.06,15.50
0.40,-0.19,0.65,12.29,25.25,9.13
0.43,-0.16,0.66,9.63,30.93,5.18
0.41,-0.16,0.74,2.79,30.21,7.66
0.49,-0.13,0.68,-11.56,41.40,13.85
0.42,-0.20,0.72,-12.34,46.84,11.66
0.42,-0.19,0.80,-23.68,38.87,8.85
0.39,-0.22,0.81,-25.80,37.33,9.54
0.37,-0.22,0.84,-20.60,32.14,7.22
0.38,-0.21,0.81,-16.81,35.77,7.07
0.33,-0.23,0.85,-15.16,31.34,4.76
0.34,-0.20,0.80,-11.98,31.39,6.95
0.34,-0.19,0.81,-13.04,30.70,5.95
0.32,-0.20,0.78,-11.47,26.44,3.59
0.31,-0.18,0.83,-13.88,28.29,4.23
0.30,-0.20,0.83,-9.36,19.83,2.58
0.36,-0.15,0.78,-15.65,25.85,8.90
0.31,-0.19,0.81,-14.84,23.15,7.34
0.25,-0.21,0.85,-7.69,10.38,6.20
0.24,-0.21,0.86,-4.72,3.80,5.71
0.24,-0.19,0.83,-5.44,-3.25,3.74
0.26,-0.18,0.84,-5.05,-6.72,1.36
0.27,-0.18,0.81,-6.20,-8.32,-0.20
0.24,-0.18,0.84,-6.82,-12.92,-0.37
0.23,-0.18,0.85,-7.77,-19.59,-1.25
0.26,-0.18,0.86,-8.78,-23.47,-1.80
0.27,-0.19,0.89,-7.65,-30.12,-2.79
0.29,-0.19,0.91,-4.21,-36.60,-5.11
0.28,-0.19,0.93,-4.00,-41.60,-7.44
0.33,-0.18,0.88,-3.48,-31.19,-5.02
0.32,-0.19,0.88,-5.39,-30.06,-2.53
0.32,-0.18,0.86,-5.57,-18.84,-1.88
0.33,-0.17,0.84,-4.05,-14.72,-2.08
0.31,-0.18,0.86,-7.59,-14.56,-1.50
0.31,-0.16,0.86,-10.02,-15.86,1.33
0.32,-0.18,0.84,-9.80,-10.92,4.02
0.32,-0.18,0.89,-10.78,-14.87,6.00
0.28,-0.18,0.90,-8.73,-19.19,5.95
0.33,-0.19,0.87,-9.44,-5.05,5.85
0.35,-0.18,0.85,-12.00,-1.33,6.06
0.33,-0.19,0.86,-9.91,0.72,4.14
0.35,-0.17,0.85,-10.96,3.66,3.85
0.32,-0.17,0.87,-11.31,2.55,4.09
0.32,-0.18,0.87,-14.11,3.74,5.36
0.32,-0.19,0.86,-16.12,4.26,6.64
0.32,-0.20,0.89,-13.27,2.11,7.05
0.32,-0.21,0.88,-11.31,2.92,7.19
0.34,-0.21,0.87,-12.47,6.58,7.02
0.36,-0.21,0.91,-9.66,5.36,5.39
0.37,-0.21,0.89,-9.69,7.85,4.67
0.37,-0.22,0.91,-10.02,6.40,2.90
0.40,-0.21,0.91,-10.53,5.63,0.44
0.42,-0.23,0.90,-9.88,6.60,-0.56
0.47,-0.24,0.94,-7.62,9.25,-2.98
0.51,-0.23,0.97,-5.47,10.38,-6.20
0.56,-0.26,0.95,-3.01,16.67,-9.69
0.59,-0.24,0.98,-3.08,18.58,-16.40
0.62,-0.22,0.90,-8.69,23.71,-22.98
0.65,-0.25,0.93,-7.18,22.75,-32.14
0.65,-0.25,0.92,-10.29,22.50,-41.76
0.66,-0.25,0.93,-12.67,20.95,-52.72
