Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.68,-0.64,0.53,-25.13,145.82,-201.63
0.59,-0.62,0.53,-27.91,146.75,-205.24
0.51,-0.61,0.55,-30.76,145.28,-209.57
0.44,-0.62,0.58,-29.44,137.15,-212.81
0.38,-0.66,0.64,-27.60,128.93,-211.69
0.34,-0.66,0.71,-24.26,125.21,-206.63
0.30,-0.67,0.75,-15.53,124.92,-197.27
0.28,-0.63,0.76,-8.72,125.48,-186.63
0.25,-0.62,0.76,-6.44,126.99,-176.46
0.22,-0.58,0.79,-8.43,127.24,-169.37
0.21,-0.53,0.80,-5.63,129.51,-166.41
0.10,-0.48,0.77,-8.46,103.28,-169.15
0.09,-0.41,0.74,-17.34,84.87,-165.15
0.08,-0.43,0.80,-18.27,74.31,-156.75
0.03,-0.45,0.85,-8.61,68.26,-147.01
0.08,-0.41,0.84,-9.91,73.89,-134.98
0.09,-0.38,0.85,-8.27,77.15,-130.69
0.04,-0.38,0.87,-3.04,72.18,-125.91
0.05,-0.37,0.87,1.74,73.53,-120.32
0.04,-0.33,0.87,1.08,65.85,-114.63
0.02,-0.32,0.86,3.45,52.49,-110.41
0.03,-0.30,0.88,6.00,49.05,-104.89
0.01,-0.30,0.89,8.23,46.43,-99.16
0.01,-0.28,0.89,11.89,45.80,-93.11
0.01,-0.28,0.89,17.59,38.66,-89.11
-0.01,-0.25,0.86,19.24,27.27,-85.18
-0.02,-0.23,0.85,16.85,16.85,-79.11
0.02,-0.21,0.82,13.36,15.30,-73.21
0.01,-0.22,0.85,10.43,13.85,-67.98
0.03,-0.17,0.82,2.93,14.47,-63.73
0.05,-0.21,0.82,-3.86,12.89,-59.05
0.04,-0.22,0.86,4.99,-3.42,-55.54
0.08,-0.22,0.89,14.92,-10.24,-52.53
0.08,-0.22,0.91,15.44,1.18,-52.66
0.07,-0.20,0.89,12.95,9.48,-50.81
0.13,-0.20,0.89,11.02,14.15,-48.81
0.13,-0.20,0.91,11.88,14.21,-48.61
0.15,-0.18,0.90,16.37,6.75,-44.79
0.11,-0.16,0.88,14.23,7.04,-41.50
0.16,-0.13,0.86,5.30,18.00,-41.36
0.14,-0.14,0.86,-0.18,20.18,-39.83
0.16,-0.16,0.90,0.02,18.32,-37.60
0.15,-0.17,0.91,2.31,9.28,-37.04
0.18,-0.17,0.94,6.78,5.19,-39.11
0.17,-0.18,0.94,10.35,7.53,-37.60
0.20,-0.16,0.92,8.60,13.45,-32.08
0.23,-0.14,0.89,4.98,26.53,-26.82
0.22,-0.13,0.89,2.29,35.77,-24.58
0.22,-0.13,0.91,-0.15,40.44,-25.50
0.21,-0.12,0.89,-2.81,40.00,-26.40
0.21,-0.12,0.91,-6.03,41.83,-27.47
0.19,-0.14,0.90,-6.47,36.29,-28.85
0.18,-0.15,0.90,-5.86,37.08,-28.66
0.15,-0.14,0.93,-8.09,42.35,-25.40
0.15,-0.14,0.93,-7.89,39.53,-25.16
0.13,-0.16,0.94,-7.73,41.89,-25.31
0.10,-0.15,0.93,-8.23,38.23,-21.94
0.10,-0.13,0.91,-10.44,35.36,-19.40
0.10,-0.14,0.89,-14.03,32.18,-19.79
0.08,-0.14,0.91,-15.30,22.81,-20.73
0.07,-0.15,0.92,-18.78,24.23,-20.21
0.06,-0.14,0.91,-18.18,20.37,-19.15
0.07,-0.13,0.91,-20.52,19.62,-17.13
0.08,-0.14,0.90,-21.34,21.59,-15.98
0.02,-0.13,0.90,-16.46,18.50,-14.31
0.05,-0.14,0.91,-19.63,21.86,-10.67
0.07,-0.13,0.92,-19.56,22.26,-7.30
0.08,-0.14,0.91,-18.15,21.30,-5.82
0.05,-0.14,0.93,-20.11,18.40,-3.27
0.03,-0.15,0.95,-15.21,14.75,-2.92
0.06,-0.14,0.96,-16.72,12.63,-0.31
0.06,-0.14,0.93,-14.02,8.55,-2.05
0.05,-0.15,0.94,-14.09,2.37,-2.09
0.06,-0.15,0.91,-10.73,2.60,0.64
0.06,-0.15,0.96,-11.33,2.79,0.20
0.06,-0.16,0.93,-8.82,1.08,-0.34
0.05,-0.17,0.92,-6.53,-0.89,-0.17
0.06,-0.17,0.91,-6.26,-3.53,1.88
0.05,-0.15,0.92,-4.38,-6.37,2.38
0.08,-0.17,0.92,-2.58,-7.63,4.05
0.08,-0.18,0.93,0.90,-5.25,8.06
0.09,-0.17,0.93,1.85,-7.31,11.22
0.09,-0.16,0.92,1.56,-11.28,9.56
0.10,-0.16,0.90,1.27,-16.00,6.93
0.12,-0.16,0.91,2.93,-22.85,6.93
0.13,-0.17,0.93,3.04,-20.24,7.02
0.14,-0.15,0.92,4.81,-20.21,7.36
0.15,-0.15,0.90,4.78,-20.67,6.55
0.16,-0.15,0.90,6.12,-18.90,5.47
0.15,-0.15,0.91,5.44,-18.00,6.27
0.16,-0.13,0.92,3.73,-14.66,6.60
0.15,-0.14,0.93,3.16,-16.47,7.01
0.16,-0.16,0.92,9.82,-19.16,7.80
0.17,-0.16,0.90,9.33,-24.34,5.42
0.17,-0.15,0.91,9.89,-24.46,4.27
0.18,-0.16,0.90,7.98,-17.30,3.63
0.20,-0.15,0.87,5.37,-12.56,3.31
0.17,-0.15,0.91,6.32,-14.84,2.87
0.16,-0.12,0.93,6.47,-12.85,3.33
0.17,-0.15,0.95,5.37,-12.46,4.00
0.19,-0.16,0.96,5.63,-10.20,3.37
0.19,-0.14,0.94,6.87,-6.61,1.39
0.20,-0.16,0.94,7.28,-0.76,0.41
0.18,-0.13,0.94,7.95,1.10,1.94
0.18,-0.13,0.94,7.60,2.17,2.38
0.18,-0.13,0.91,6.47,2.67,2.95
0.19,-0.12,0.92,3.24,4.67,2.78
0.18,-0.13,0.92,0.61,7.80,2.63
0.19,-0.12,0.92,-1.89,9.74,1.60
0.15,-0.12,0.91,-2.70,11.34,0.95
0.15,-0.11,0.90,-3.98,12.37,1.77
0.13,-0.12,0.92,-4.76,9.79,2.11
0.13,-0.12,0.93,-5.91,7.74,1.53
0.14,-0.13,0.90,-8.21,9.47,1.15
0.13,-0.13,0.91,-10.66,9.53,1.01
0.13,-0.13,0.85,-13.47,9.39,3.13
0.11,-0.13,0.85,-16.27,7.83,6.23
0.11,-0.13,0.84,-18.60,-1.28,8.66
0.11,-0.10,0.80,-30.26,0.40,10.89
