Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.18,-0.31,0.86,-4.37,-1.82,-0.47
0.18,-0.33,0.88,-3.97,-1.57,-0.49
0.18,-0.32,0.88,-4.18,-0.82,-0.89
0.17,-0.33,0.88,-4.18,-0.63,0.23
0.19,-0.32,0.88,-3.34,-0.20,0.75
0.17,-0.32,0.89,-2.72,0.14,0.20
0.17,-0.32,0.89,-2.98,0.56,0.50
0.17,-0.32,0.88,-2.90,1.08,0.55
0.17,-0.32,0.88,-2.90,0.32,0.23
0.16,-0.32,0.86,-3.51,-0.27,0.17
0.17,-0.33,0.87,-3.69,-0.60,0.34
0.17,-0.32,0.87,-3.73,-1.18,0.53
0.17,-0.32,0.87,-3.51,-0.66,0.46
0.17,-0.33,0.86,-3.59,-0.08,0.69
0.19,-0.33,0.86,-3.47,0.17,0.17
0.18,-0.32,0.86,-3.48,0.02,0.18
0.18,-0.32,0.86,-3.68,0.08,-0.06
0.18,-0.33,0.86,-3.92,-0.41,-0.47
0.17,-0.32,0.87,-3.40,-1.11,-1.28
0.17,-0.33,0.86,-3.73,-1.59,-0.78
0.17,-0.32,0.87,-3.63,-0.46,-0.21
0.17,-0.33,0.87,-3.37,1.18,0.49
0.17,-0.32,0.88,-3.88,1.25,0.11
0.16,-0.33,0.87,-4.69,-0.32,0.17
0.18,-0.33,0.87,-4.50,-0.69,-0.50
0.18,-0.33,0.88,-3.88,-1.30,-1.30
0.17,-0.33,0.88,-3.88,-0.34,-1.39
0.17,-0.33,0.88,-4.05,0.12,-0.56
0.17,-0.34,0.88,-3.95,0.79,-0.49
0.17,-0.34,0.89,-3.65,-0.23,-0.93
0.16,-0.34,0.88,-3.30,-0.70,-1.56
0.17,-0.33,0.89,-2.96,-1.44,-1.59
0.15,-0.34,0.89,-2.58,-1.53,-1.36
0.16,-0.34,0.90,-1.71,-1.04,-1.16
0.16,-0.34,0.89,-1.54,0.14,-0.90
0.17,-0.34,0.89,-1.60,0.23,-0.46
0.16,-0.33,0.89,-1.39,-0.34,-0.15
0.16,-0.33,0.88,-0.95,-0.18,-0.03
0.17,-0.33,0.89,-0.79,-0.66,0.02
0.17,-0.33,0.87,-0.37,-0.11,0.11
0.17,-0.32,0.86,-0.56,0.06,-0.31
