Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.19,-0.30,0.80,-10.99,9.19,3.04
0.17,-0.30,0.81,-12.29,10.11,1.86
0.18,-0.31,0.81,-14.44,10.52,0.52
0.16,-0.31,0.83,-15.37,10.17,-1.76
0.15,-0.32,0.84,-15.73,7.34,-3.22
0.14,-0.33,0.87,-16.61,5.59,-3.22
0.12,-0.34,0.88,-16.72,3.62,-3.02
0.12,-0.35,0.89,-15.69,2.52,-2.43
0.10,-0.36,0.91,-14.60,3.36,-0.99
0.10,-0.36,0.91,-13.08,-1.97,-2.38
0.11,-0.37,0.91,-11.91,-0.31,4.79
0.12,-0.38,0.93,-12.27,3.21,7.37
0.12,-0.38,0.92,-11.45,4.35,9.04
0.11,-0.38,0.89,-11.42,3.65,9.71
0.11,-0.38,0.90,-9.85,2.92,11.24
0.13,-0.38,0.89,-8.34,2.78,12.76
0.12,-0.38,0.88,-7.82,2.52,13.77
0.13,-0.38,0.86,-7.68,3.25,14.85
0.13,-0.38,0.85,-8.49,1.79,13.42
0.13,-0.38,0.85,-9.31,1.24,13.33
0.13,-0.39,0.85,-10.34,-0.40,13.65
0.12,-0.40,0.86,-9.33,-3.77,12.38
0.13,-0.39,0.86,-8.98,-4.96,11.07
0.13,-0.39,0.85,-9.28,-4.26,11.04
0.14,-0.41,0.85,-9.28,-3.11,9.97
0.15,-0.40,0.87,-9.11,-3.34,9.04
0.14,-0.41,0.87,-7.83,-4.79,6.12
0.15,-0.41,0.87,-6.67,-3.24,5.24
0.14,-0.41,0.87,-5.11,-1.89,5.74
0.15,-0.41,0.86,-4.98,-0.35,5.83
0.15,-0.39,0.84,-5.53,0.03,5.19
0.15,-0.38,0.84,-6.00,-1.31,4.12
0.15,-0.37,0.83,-5.56,-1.62,3.02
0.15,-0.39,0.85,-4.52,-2.20,2.00
0.13,-0.38,0.87,-3.28,-2.00,0.69
0.13,-0.39,0.87,-2.75,-1.97,0.82
0.13,-0.39,0.86,-3.16,0.81,2.02
0.13,-0.39,0.87,-3.13,2.79,2.37
0.13,-0.38,0.87,-3.34,3.39,2.37
0.13,-0.39,0.88,-2.63,2.75,1.69
0.14,-0.38,0.88,-0.98,2.31,-0.09
0.13,-0.38,0.87,-0.03,2.20,-1.37
0.12,-0.38,0.86,-0.11,2.50,-2.26
0.12,-0.39,0.86,-1.02,2.37,-1.79
0.12,-0.40,0.86,-1.30,2.20,-1.30
0.12,-0.40,0.87,-0.84,2.52,-0.93
0.11,-0.40,0.86,-0.84,2.75,-0.34
0.12,-0.40,0.85,-1.59,3.24,-0.78
0.12,-0.40,0.86,-3.27,2.63,-2.08
0.11,-0.40,0.86,-3.05,-1.95,-2.95
0.12,-0.39,0.86,-3.08,-6.37,-3.76
0.13,-0.39,0.88,-4.23,-4.38,-4.27
0.13,-0.39,0.89,-5.95,-0.82,-4.84
0.13,-0.38,0.90,-6.20,-0.18,-5.48
0.11,-0.37,0.90,-5.54,-1.71,-4.24
0.11,-0.37,0.89,-4.98,-4.32,-1.60
0.13,-0.36,0.89,-4.03,-3.30,0.46
0.16,-0.36,0.91,-5.04,0.64,0.67
0.15,-0.36,0.91,-5.60,5.21,-0.46
0.14,-0.36,0.92,-2.21,1.54,-0.79
0.14,-0.36,0.88,0.99,-5.18,-2.20
0.14,-0.35,0.87,1.48,-5.56,-2.98
0.15,-0.36,0.87,0.34,-2.05,-4.09
0.13,-0.37,0.87,1.08,2.17,-4.11
0.12,-0.38,0.86,0.87,2.37,-3.68
0.11,-0.36,0.86,1.18,0.64,-2.14
0.11,-0.36,0.86,1.66,-0.67,-1.85
0.11,-0.37,0.85,3.13,-0.96,-1.33
