Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.18,-0.32,0.89,-4.60,-0.63,0.02
0.17,-0.33,0.89,-4.32,-1.25,-0.18
0.18,-0.33,0.89,-3.97,-0.99,-0.81
0.17,-0.32,0.89,-3.42,0.34,-0.73
0.17,-0.32,0.89,-3.63,2.34,-0.50
0.15,-0.32,0.89,-3.63,2.58,-0.53
0.14,-0.33,0.88,-3.45,2.15,0.00
0.15,-0.32,0.88,-3.74,2.35,1.04
0.14,-0.32,0.87,-5.57,2.81,2.02
0.15,-0.32,0.86,-6.82,1.25,2.05
0.15,-0.32,0.87,-7.74,-1.25,3.48
0.15,-0.33,0.87,-6.06,0.17,3.47
0.15,-0.32,0.86,-5.91,-0.98,1.95
0.15,-0.31,0.84,-8.21,-7.28,0.26
0.17,-0.32,0.85,-8.37,-10.11,-0.64
0.18,-0.33,0.86,-5.33,-12.26,-2.61
0.18,-0.32,0.83,-5.04,-15.36,-5.44
0.19,-0.31,0.82,-6.63,-16.76,-7.62
0.17,-0.31,0.83,-7.34,-21.56,-10.44
0.18,-0.31,0.79,-9.48,-29.60,-12.38
0.19,-0.31,0.77,-11.92,-37.45,-17.57
0.20,-0.29,0.72,-17.13,-46.76,-22.90
0.21,-0.30,0.66,-22.69,-56.23,-27.65
0.23,-0.29,0.62,-28.31,-62.52,-30.00
0.26,-0.30,0.62,-31.36,-69.05,-30.24
0.29,-0.29,0.58,-33.33,-69.62,-27.68
0.31,-0.28,0.54,-35.71,-68.35,-21.71
0.38,-0.28,0.51,-39.28,-53.66,-11.85
0.41,-0.29,0.49,-45.07,-32.35,-1.69
0.42,-0.29,0.43,-51.89,-9.89,2.47
0.39,-0.31,0.39,-58.84,2.00,3.47
0.35,-0.34,0.39,-67.94,-0.58,1.80
0.36,-0.36,0.40,-74.73,-10.35,-2.05
0.32,-0.41,0.44,-74.85,-21.22,-4.15
0.28,-0.44,0.47,-77.60,-26.32,-3.73
0.27,-0.47,0.48,-80.79,-29.91,0.46
0.29,-0.48,0.47,-87.69,-24.98,3.92
0.32,-0.52,0.49,-91.02,-18.56,7.21
0.36,-0.51,0.45,-94.69,-2.40,8.24
0.36,-0.52,0.42,-101.82,11.62,7.34
0.33,-0.55,0.44,-111.11,19.79,3.76
0.29,-0.57,0.43,-120.24,19.08,2.56
0.30,-0.58,0.45,-130.14,19.59,-0.09
0.23,-0.62,0.48,-137.68,15.34,-0.34
0.20,-0.69,0.58,-131.63,14.11,0.98
0.18,-0.69,0.57,-119.91,5.92,3.74
0.15,-0.69,0.50,-121.44,-0.92,6.14
0.16,-0.69,0.45,-128.98,0.64,10.27
0.20,-0.68,0.39,-139.13,-1.54,10.47
0.21,-0.70,0.39,-146.18,-4.73,4.73
0.26,-0.79,0.42,-145.47,-7.04,0.41
0.27,-0.79,0.49,-159.51,6.52,-4.67
0.20,-0.84,0.52,-145.16,-10.50,-3.57
0.21,-0.78,0.52,-140.53,-8.18,-0.40
0.24,-0.83,0.42,-150.14,6.89,-1.50
0.12,-0.97,0.52,-136.78,-11.68,-0.44
0.18,-0.89,0.53,-133.33,-6.02,4.55
0.18,-0.95,0.56,-129.44,-2.26,5.54
0.17,-1.00,0.60,-117.30,-4.90,6.87
0.15,-1.00,0.56,-112.61,-11.59,5.57
0.22,-0.96,0.50,-111.91,-10.49,6.87
0.29,-0.96,0.50,-113.08,-7.77,4.98
0.28,-0.98,0.46,-113.31,-10.34,1.57
0.31,-0.95,0.45,-119.19,-5.65,-1.45
0.28,-0.99,0.44,-124.46,-4.64,-4.58
0.25,-1.00,0.42,-128.67,-1.45,-7.69
0.29,-1.02,0.45,-127.40,-9.59,-12.63
0.28,-1.04,0.44,-122.69,-23.56,-14.14
0.29,-1.08,0.42,-120.63,-29.66,-14.66
0.31,-1.14,0.49,-112.79,-25.28,-12.82
0.33,-1.11,0.46,-100.95,-16.67,-9.79
0.34,-1.11,0.46,-91.79,4.99,-7.56
0.34,-1.13,0.43,-82.20,27.33,-7.27
0.35,-1.08,0.31,-91.74,46.61,-9.40
0.27,-1.09,0.33,-98.18,42.70,-14.32
0.22,-1.06,0.26,-109.21,32.27,-19.13
0.24,-1.07,0.24,-113.95,14.02,-23.05
0.26,-1.05,0.19,-115.16,4.20,-26.99
0.30,-1.06,0.12,-116.11,6.55,-28.14
0.31,-1.08,0.14,-117.79,13.54,-24.44
0.33,-1.08,0.08,-119.10,26.41,-18.87
0.33,-1.09,0.07,-115.83,37.27,-18.34
0.34,-1.09,0.03,-112.79,37.37,-17.57
0.27,-1.12,0.05,-107.08,19.45,-22.38
0.26,-1.19,0.10,-79.04,0.05,-26.89
0.31,-1.20,0.07,-51.19,-1.83,-23.51
0.23,-1.24,0.14,-19.86,-17.57,-19.42
0.39,-1.09,-0.06,-54.47,18.43,-14.35
0.28,-1.23,0.13,-62.93,33.94,-7.54
0.28,-1.20,0.17,-49.37,20.24,-3.83
0.24,-1.21,0.16,-37.42,3.91,-1.62
