Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.20,-0.16,0.93,2.49,14.17,3.08
0.20,-0.15,0.90,3.44,13.34,2.67
0.19,-0.15,0.93,1.68,6.58,1.30
0.18,-0.16,0.90,0.41,9.01,0.87
0.18,-0.17,0.91,-4.31,12.26,-2.67
0.16,-0.15,0.91,-1.62,-0.18,-3.56
0.15,-0.16,0.92,-1.10,-2.15,-3.95
0.16,-0.16,0.92,-1.07,-4.09,-1.79
0.16,-0.15,0.92,-1.68,-4.63,-1.57
0.14,-0.14,0.93,-2.55,-9.63,-3.37
0.14,-0.14,0.91,-2.70,-13.21,-3.63
0.14,-0.14,0.92,-2.78,-14.64,-1.33
0.15,-0.14,0.92,-4.03,-13.19,-0.23
0.16,-0.14,0.91,-3.34,-13.86,-1.13
0.14,-0.14,0.91,-3.45,-15.10,-1.13
0.15,-0.15,0.92,-2.75,-14.12,0.09
0.15,-0.14,0.93,-2.87,-12.38,0.60
0.15,-0.14,0.93,-3.36,-10.55,0.34
0.14,-0.13,0.91,-4.50,-9.51,-0.47
0.12,-0.14,0.90,-4.64,-11.69,-0.72
0.14,-0.14,0.90,-4.29,-13.25,0.38
0.14,-0.15,0.91,-3.97,-15.28,0.61
0.14,-0.15,0.95,-0.50,-20.21,-1.04
0.16,-0.14,0.95,1.60,-20.49,-1.25
0.17,-0.13,0.94,1.22,-17.62,0.31
0.20,-0.14,0.94,2.81,-9.80,2.06
0.20,-0.15,0.96,5.40,-4.15,2.34
0.19,-0.14,0.92,7.80,-2.75,1.69
0.18,-0.13,0.89,3.68,1.50,3.77
0.19,-0.12,0.88,0.26,4.78,6.35
0.20,-0.11,0.90,-2.81,6.60,6.11
0.21,-0.12,0.92,-5.94,2.02,4.23
0.22,-0.12,0.92,-5.92,2.75,2.46
0.19,-0.13,0.95,-5.56,1.27,2.00
0.19,-0.13,0.92,-5.10,2.56,2.09
0.20,-0.13,0.92,-5.02,3.40,2.23
0.21,-0.12,0.92,-5.76,5.42,0.98
0.19,-0.13,0.91,-4.76,2.84,0.23
0.18,-0.13,0.92,-4.76,2.93,0.14
0.18,-0.14,0.94,-4.82,1.07,1.98
0.18,-0.14,0.93,-5.91,1.45,2.26
0.19,-0.13,0.93,-6.82,1.44,1.05
0.19,-0.13,0.91,-6.82,2.69,-0.17
0.18,-0.13,0.91,-6.17,2.76,0.03
0.18,-0.13,0.91,-7.10,2.69,-0.50
0.17,-0.13,0.90,-7.82,1.40,-1.21
0.16,-0.13,0.91,-8.85,-1.24,-3.27
0.15,-0.14,0.90,-8.99,-2.85,-4.08
0.15,-0.15,0.91,-5.10,-3.28,-2.69
0.14,-0.15,0.92,-4.79,-1.51,-1.88
0.15,-0.14,0.92,-5.48,-0.53,-2.17
0.15,-0.14,0.89,-5.80,0.43,-2.95
0.14,-0.14,0.90,-4.61,1.60,-0.63
0.15,-0.14,0.92,-5.10,3.47,1.82
0.15,-0.15,0.91,-6.61,3.59,2.11
0.15,-0.14,0.90,-7.21,2.63,0.85
0.16,-0.13,0.90,-6.66,1.85,0.20
0.16,-0.14,0.90,-6.75,1.37,0.78
0.15,-0.16,0.91,-5.80,1.05,2.24
