Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.21,0.10,0.72,-77.19,7.95,-4.15
0.20,0.01,0.82,-70.47,-7.30,-9.71
0.18,-0.05,0.94,-66.89,-22.31,-13.47
0.17,-0.09,1.00,-76.00,-25.56,-15.80
0.23,-0.10,0.98,-74.70,-12.95,-8.75
0.25,-0.09,0.92,-74.08,7.39,-1.04
0.26,-0.06,0.84,-75.33,23.85,4.87
0.27,-0.03,0.78,-79.94,29.42,5.44
0.26,0.00,0.73,-85.91,20.95,-0.56
0.24,-0.01,0.73,-95.91,8.31,-5.66
0.22,-0.05,0.79,-102.17,-4.08,-11.25
0.21,-0.10,0.87,-109.05,-20.95,-17.56
0.17,-0.18,0.92,-108.81,-31.59,-22.05
0.20,-0.22,0.95,-104.03,-35.16,-20.56
0.20,-0.24,0.96,-96.47,-31.88,-17.63
0.22,-0.22,0.90,-91.74,-17.92,-10.29
0.25,-0.21,0.88,-89.83,-5.48,0.50
0.27,-0.21,0.85,-90.05,3.88,5.63
0.27,-0.20,0.83,-89.80,4.76,6.37
0.25,-0.21,0.80,-93.07,3.83,4.24
0.23,-0.23,0.82,-95.98,-3.57,0.52
0.22,-0.27,0.80,-97.53,-8.26,-1.53
0.21,-0.29,0.81,-98.69,-13.53,-2.03
0.20,-0.31,0.81,-99.30,-13.48,-1.39
0.20,-0.32,0.79,-100.58,-14.95,1.50
0.21,-0.33,0.77,-100.38,-12.26,4.96
0.23,-0.33,0.75,-99.92,-8.12,9.65
0.25,-0.36,0.81,-99.18,-8.44,10.81
0.28,-0.37,0.81,-100.23,-12.03,9.65
0.29,-0.40,0.83,-103.45,-16.40,5.89
0.29,-0.45,0.90,-106.35,-23.56,0.90
0.29,-0.50,0.93,-104.02,-28.58,-3.40
0.29,-0.53,0.96,-99.91,-32.47,-3.30
0.31,-0.58,0.99,-93.21,-28.14,-1.40
0.31,-0.58,1.00,-85.07,-19.24,4.31
0.30,-0.59,1.02,-78.50,-12.08,7.77
0.32,-0.61,1.11,-77.59,-7.66,10.32
0.27,-0.66,1.09,-68.93,-33.28,6.12
0.25,-0.66,1.10,-43.11,-77.33,1.74
0.36,-0.67,1.13,-38.20,-72.32,-0.02
0.38,-0.68,1.11,-44.21,-31.56,-1.92
0.34,-0.70,1.11,-40.15,-19.30,2.72
0.36,-0.69,1.09,-26.38,-26.17,8.79
0.39,-0.67,1.08,-17.62,-21.28,14.52
0.40,-0.68,1.07,-15.83,-15.74,15.19
0.39,-0.66,1.07,-12.73,-17.25,10.95
0.41,-0.67,1.08,-6.79,-21.47,5.24
0.41,-0.66,1.04,-2.79,-18.11,0.92
0.40,-0.65,1.01,1.88,-18.38,0.15
0.40,-0.64,0.95,6.66,-16.05,2.24
0.42,-0.62,0.94,10.81,-6.89,5.71
0.42,-0.59,0.90,15.74,3.50,8.87
0.41,-0.55,0.84,19.15,11.15,10.49
0.39,-0.54,0.77,18.29,13.65,9.94
0.36,-0.51,0.74,15.59,11.79,8.23
0.36,-0.49,0.71,12.32,5.44,5.76
0.37,-0.48,0.70,8.72,-1.11,2.85
0.37,-0.49,0.70,6.27,-3.39,1.45
0.38,-0.50,0.71,6.98,-1.34,0.60
0.35,-0.49,0.70,7.73,0.55,-0.11
0.33,-0.48,0.68,6.26,1.22,0.35
0.34,-0.47,0.69,4.14,2.75,2.06
0.33,-0.48,0.68,2.84,4.70,2.87
0.33,-0.49,0.69,2.14,3.94,3.13
0.31,-0.48,0.68,2.27,3.33,3.13
0.32,-0.48,0.67,-0.05,3.62,3.56
0.31,-0.48,0.70,-2.55,1.95,4.09
0.33,-0.48,0.71,-4.99,0.55,3.50
0.34,-0.50,0.73,-6.52,0.26,3.22
0.35,-0.50,0.74,-6.87,3.16,4.27
0.35,-0.50,0.72,-7.08,5.71,5.28
0.35,-0.51,0.73,-7.42,7.05,6.26
0.35,-0.52,0.74,-5.19,8.34,6.44
0.33,-0.51,0.73,-2.38,9.59,6.31
0.34,-0.49,0.73,-2.75,10.58,6.67
0.32,-0.49,0.71,-4.87,9.42,5.95
0.33,-0.50,0.72,-6.93,5.59,3.95
0.33,-0.51,0.75,-6.49,0.38,2.37
0.31,-0.51,0.76,-5.19,-0.89,1.95
0.31,-0.52,0.77,-4.03,-0.31,2.67
0.33,-0.52,0.78,-3.60,2.15,3.42
0.32,-0.52,0.78,-2.26,2.34,3.08
0.33,-0.52,0.78,-2.35,1.45,3.16
0.33,-0.52,0.78,-1.76,1.76,3.74
0.33,-0.51,0.78,-0.87,2.89,3.37
0.32,-0.51,0.78,-0.52,2.92,3.57
0.33,-0.51,0.77,-0.66,3.08,3.30
0.33,-0.51,0.78,0.12,0.75,1.53
0.32,-0.53,0.79,0.34,0.26,0.89
0.33,-0.52,0.80,-0.93,0.41,0.98
0.33,-0.52,0.81,-2.02,2.72,1.44
0.33,-0.53,0.81,-1.07,3.92,1.44
0.32,-0.52,0.80,-0.15,4.34,1.25
0.32,-0.52,0.80,1.13,5.53,1.37
0.30,-0.51,0.81,2.61,3.95,0.84
0.31,-0.50,0.80,2.61,2.96,-0.06
0.32,-0.50,0.79,0.98,1.39,-1.15
0.33,-0.51,0.79,0.35,1.11,-1.59
0.32,-0.52,0.79,-0.05,3.80,-0.78
0.31,-0.52,0.79,-1.42,5.22,0.87
0.32,-0.53,0.77,-5.68,8.50,1.15
0.28,-0.54,0.78,-14.66,11.34,3.44
0.29,-0.53,0.80,-11.54,6.67,6.67
0.30,-0.50,0.77,-13.42,7.63,0.52
0.31,-0.47,0.75,-8.37,5.04,-0.82
0.30,-0.48,0.72,-2.98,6.56,-0.34
0.26,-0.49,0.67,-4.90,-3.11,-1.01
0.28,-0.49,0.71,-1.85,-1.31,-1.94
0.29,-0.48,0.69,0.21,-3.95,-3.21
0.28,-0.48,0.68,-4.08,-8.50,-2.92
0.29,-0.47,0.64,-6.53,-6.79,-1.63
0.28,-0.46,0.63,-9.73,-8.75,-0.73
0.34,-0.46,0.61,-14.75,-12.46,-4.58
0.32,-0.38,0.47,-26.31,-18.99,-7.59
0.32,-0.43,0.51,-30.99,-21.82,-13.59
0.31,-0.42,0.48,-38.66,-24.64,-16.32
0.34,-0.41,0.45,-46.40,-27.91,-21.65
0.31,-0.39,0.41,-59.50,-36.89,-22.93
0.36,-0.42,0.42,-62.43,-47.76,-31.13
0.30,-0.44,0.40,-70.17,-66.61,-40.32
0.31,-0.41,0.33,-85.47,-85.18,-48.47
0.33,-0.42,0.30,-99.77,-108.38,-54.23
0.38,-0.44,0.30,-111.86,-121.92,-59.10
0.44,-0.48,0.33,-114.41,-125.22,-58.52
0.52,-0.51,0.35,-106.61,-102.93,-46.26
0.53,-0.53,0.33,-103.71,-60.69,-28.27
0.53,-0.55,0.34,-102.58,-23.19,-13.47
0.45,-0.58,0.35,-95.44,-5.94,-7.50
0.40,-0.58,0.32,-94.52,-2.72,-8.17
0.36,-0.58,0.25,-102.46,-7.47,-9.89
0.33,-0.61,0.25,-108.50,-16.98,-7.10
0.33,-0.61,0.23,-113.86,-21.36,-5.95
0.33,-0.64,0.25,-116.63,-26.99,-4.75
0.34,-0.65,0.21,-118.44,-30.60,-3.10
0.36,-0.68,0.22,-122.93,-31.89,-1.28
0.36,-0.72,0.23,-125.47,-30.29,-1.74
0.35,-0.74,0.22,-132.31,-21.69,7.40
0.37,-0.78,0.22,-134.40,-12.75,15.71
0.37,-0.79,0.24,-132.02,-7.24,20.35
0.39,-0.81,0.27,-127.65,-0.93,23.66
0.38,-0.83,0.25,-125.71,4.31,26.47
0.35,-0.86,0.25,-130.29,10.06,30.98
0.37,-0.84,0.22,-128.89,1.73,31.69
0.36,-0.89,0.19,-127.18,-1.47,30.98
0.34,-0.95,0.16,-128.79,5.47,33.85
0.29,-0.96,0.18,-132.06,1.07,37.21
0.32,-0.97,0.20,-137.28,5.01,42.61
0.34,-0.99,0.21,-129.98,7.85,47.71
0.32,-0.98,0.18,-129.34,10.20,52.26
0.34,-0.98,0.16,-129.94,12.21,50.56
0.32,-1.01,0.17,-128.29,4.09,48.41
0.31,-1.05,0.21,-122.55,1.21,42.40
0.28,-1.04,0.19,-115.22,-7.19,39.45
0.35,-1.04,0.16,-117.27,-7.19,38.70
0.37,-1.05,0.15,-117.22,-4.67,35.10
0.36,-1.04,0.12,-112.08,-13.02,27.80
0.38,-1.05,0.10,-111.97,-17.11,24.14
0.37,-1.08,0.08,-109.76,-16.44,24.32
0.37,-1.09,0.06,-111.73,-7.59,24.67
0.35,-1.11,0.04,-113.89,-3.76,24.32
0.36,-1.11,0.03,-114.03,-1.76,22.69
0.35,-1.13,0.04,-113.11,0.41,20.32
0.38,-1.16,0.04,-108.99,1.89,17.21
0.36,-1.17,-0.01,-106.70,5.74,16.93
0.36,-1.18,-0.02,-107.77,8.63,14.69
0.33,-1.19,-0.02,-105.56,2.90,7.85
0.44,-1.17,-0.03,-101.30,19.13,1.77
0.51,-1.25,0.06,-79.25,67.08,-11.48
0.39,-1.20,-0.04,-85.34,70.27,-11.40
0.34,-1.21,-0.08,-101.30,42.34,-10.44
0.36,-1.27,0.03,-101.86,16.70,-13.95
0.43,-1.27,0.06,-105.22,7.33,-14.00
0.43,-1.27,0.03,-102.99,17.30,-10.56
0.39,-1.28,0.05,-89.54,12.60,-5.15
0.40,-1.25,0.04,-91.59,21.05,-3.69
0.40,-1.25,0.03,-80.11,4.70,-6.12
0.42,-1.24,0.00,-74.60,-3.82,-12.55
0.46,-1.18,-0.02,-61.42,-6.58,-15.45
0.44,-1.23,0.02,-55.56,-24.96,-20.26
0.48,-1.14,-0.09,-61.86,-22.63,-15.07
0.51,-1.14,-0.13,-68.18,14.05,-21.98
0.49,-1.11,-0.13,-58.40,-11.62,-12.95
0.41,-1.13,-0.11,-61.62,-9.73,-6.11
0.44,-1.11,-0.09,-58.87,10.32,-1.80
