Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.26,-1.12,0.45,140.11,14.96,23.02
0.31,-1.09,0.43,135.11,46.37,34.85
0.31,-1.05,0.43,135.11,61.79,39.11
0.31,-1.04,0.44,138.12,54.23,34.64
0.30,-1.03,0.46,134.92,34.99,25.92
0.24,-1.02,0.50,131.04,10.20,20.78
0.26,-1.03,0.55,130.47,-10.02,17.34
0.27,-1.06,0.57,134.75,-10.76,19.22
0.27,-1.02,0.55,140.79,2.90,24.00
0.29,-1.00,0.52,143.85,20.40,30.50
0.28,-0.93,0.47,142.81,42.20,34.60
0.26,-0.90,0.45,140.05,49.27,33.11
0.18,-0.90,0.44,130.35,43.44,30.08
0.13,-0.86,0.46,125.66,9.28,28.20
0.12,-0.85,0.54,116.79,-6.99,26.15
0.19,-0.90,0.60,118.38,-30.02,25.10
0.26,-0.91,0.65,119.45,-36.79,21.65
0.32,-0.90,0.69,129.42,-28.43,24.21
0.36,-0.91,0.70,138.06,-9.16,28.35
0.38,-0.88,0.67,144.06,20.58,26.60
0.34,-0.81,0.62,145.37,37.82,25.73
0.28,-0.76,0.55,143.01,44.90,24.61
0.21,-0.73,0.50,135.68,46.73,24.60
0.15,-0.67,0.49,126.84,32.75,25.25
0.12,-0.64,0.49,118.99,13.82,27.30
0.15,-0.63,0.52,103.57,5.42,26.41
0.17,-0.65,0.62,106.66,-8.43,28.17
0.19,-0.66,0.65,129.56,-39.66,33.39
0.29,-0.62,0.63,120.06,-7.34,28.09
0.25,-0.59,0.64,114.96,17.05,30.21
0.23,-0.56,0.64,113.71,26.26,33.10
0.24,-0.54,0.63,111.69,24.58,30.20
0.21,-0.49,0.63,111.83,15.05,29.50
0.24,-0.46,0.61,101.44,16.61,28.66
0.23,-0.45,0.62,91.34,21.22,27.76
0.24,-0.44,0.62,77.95,35.89,27.57
0.22,-0.42,0.64,73.40,41.18,27.65
0.17,-0.41,0.66,80.92,29.50,28.08
0.15,-0.41,0.67,84.17,28.03,30.90
0.16,-0.40,0.68,92.98,21.88,35.22
0.20,-0.38,0.67,97.60,13.83,39.16
0.10,-0.35,0.65,98.61,5.69,35.47
0.10,-0.31,0.58,86.43,6.02,31.59
0.14,-0.29,0.56,78.58,-4.23,31.76
0.11,-0.28,0.58,72.24,-12.44,29.73
0.13,-0.29,0.57,62.99,-7.74,33.39
0.19,-0.25,0.60,53.22,-13.19,31.33
0.18,-0.30,0.60,53.05,-17.54,23.54
0.20,-0.25,0.63,50.78,-22.53,15.91
0.19,-0.24,0.57,48.63,-27.54,9.63
0.20,-0.23,0.65,45.44,-21.16,7.19
0.17,-0.17,0.68,40.46,-33.13,8.05
0.21,-0.21,0.70,30.31,-30.63,4.18
0.25,-0.22,0.60,24.98,-13.36,4.05
0.21,-0.20,0.71,17.73,-8.38,6.46
0.24,-0.22,0.69,8.35,0.79,5.98
0.21,-0.23,0.74,3.94,-3.39,6.76
0.20,-0.23,0.79,3.40,-2.11,6.63
0.21,-0.24,0.80,4.64,-3.24,5.51
0.21,-0.24,0.82,0.64,-2.50,5.53
0.21,-0.24,0.81,-6.70,1.34,6.73
0.20,-0.26,0.87,-10.05,8.05,7.59
0.20,-0.24,0.87,-7.34,7.54,4.95
0.19,-0.23,0.87,-9.02,11.45,5.44
0.18,-0.22,0.85,-12.15,13.16,4.98
0.16,-0.23,0.82,-16.43,12.08,3.98
0.16,-0.24,0.84,-17.27,8.41,2.43
0.18,-0.22,0.82,-17.37,7.44,2.12
0.14,-0.22,0.83,-14.03,4.23,0.73
0.13,-0.23,0.87,-14.27,-2.79,-0.89
0.15,-0.22,0.87,-15.80,-2.40,0.64
0.16,-0.25,0.87,-14.84,1.24,-0.40
0.17,-0.27,0.90,-9.56,-1.22,-1.30
0.15,-0.27,0.88,-8.82,-4.61,-2.44
0.17,-0.26,0.88,-5.91,-5.02,-2.09
0.17,-0.25,0.89,-3.51,-4.60,-1.88
0.16,-0.26,0.90,-3.63,-4.90,-2.82
0.18,-0.25,0.89,-0.21,-9.71,-3.80
0.19,-0.24,0.85,1.68,-6.05,-4.27
0.16,-0.22,0.85,0.60,-9.48,-4.23
0.16,-0.22,0.83,-3.01,-11.98,-4.76
0.16,-0.24,0.89,-1.25,-15.95,-6.60
0.16,-0.24,0.89,-0.82,-22.47,-8.82
0.17,-0.23,0.86,-4.21,-22.05,-7.95
0.17,-0.21,0.89,-5.21,-18.92,-5.56
0.19,-0.22,0.86,-4.53,-7.42,-1.86
0.18,-0.21,0.93,-4.29,-9.04,-0.84
0.17,-0.23,0.92,-5.01,-4.85,-1.82
0.16,-0.23,0.95,-4.87,-5.01,-1.44
0.15,-0.23,1.00,-6.00,-6.69,-0.06
0.12,-0.24,1.04,-4.38,-9.53,2.17
0.13,-0.23,1.07,-6.84,-7.79,2.82
0.14,-0.26,1.13,-2.35,-9.59,3.98
0.13,-0.27,1.19,1.54,-11.16,4.29
0.16,-0.26,1.25,4.60,-13.66,4.58
0.17,-0.29,1.31,11.10,-12.47,3.62
0.19,-0.28,1.35,17.33,-10.82,2.92
0.19,-0.30,1.41,19.33,-10.24,1.57
0.19,-0.32,1.46,23.63,-12.08,-1.13
0.19,-0.36,1.56,32.37,-14.37,-2.69
0.18,-0.38,1.54,42.93,-17.97,-2.27
0.19,-0.39,1.56,51.68,-25.79,-2.87
0.20,-0.37,1.53,63.13,-25.08,-1.54
0.23,-0.34,1.47,77.53,-13.57,0.46
0.23,-0.32,1.43,84.67,-12.85,-0.56
0.22,-0.32,1.42,95.71,-17.94,-1.30
0.25,-0.30,1.42,104.23,-19.76,-2.29
0.26,-0.28,1.38,111.88,-22.06,-3.82
0.25,-0.26,1.37,119.11,-27.22,-8.78
0.28,-0.26,1.32,129.94,-25.44,-10.11
0.27,-0.25,1.26,138.38,-23.91,-9.68
0.29,-0.22,1.23,144.00,-14.92,-10.84
0.25,-0.20,1.20,143.07,-12.95,-13.19
0.24,-0.17,1.14,136.66,-11.56,-16.11
0.26,-0.14,1.07,131.01,-9.85,-16.76
0.24,-0.13,1.02,126.93,-14.35,-23.07
0.25,-0.07,0.94,129.82,-16.72,-23.91
0.18,-0.09,0.93,109.88,-24.58,-31.25
0.20,-0.05,0.87,107.34,-20.02,-30.32
0.20,-0.07,0.87,109.40,-25.92,-31.53
0.16,-0.09,0.84,136.05,-17.59,-27.24
0.20,-0.05,0.84,153.79,-19.44,-24.03
0.22,-0.04,0.79,145.07,-13.92,-25.22
0.22,-0.01,0.75,142.29,-4.66,-23.18
0.22,0.02,0.67,138.00,-5.31,-24.34
0.18,0.07,0.63,162.03,-12.15,-22.56
0.18,0.12,0.63,159.62,-17.74,-25.45
0.15,0.12,0.61,145.51,-24.89,-32.98
0.20,0.14,0.60,134.27,-17.66,-29.53
0.22,0.15,0.55,137.24,-21.04,-24.78
0.26,0.17,0.55,139.79,-11.42,-18.99
0.24,0.19,0.54,142.03,-3.07,-17.82
0.25,0.22,0.53,144.43,1.34,-14.26
0.23,0.25,0.51,142.58,1.15,-15.36
0.25,0.32,0.53,135.45,-1.69,-16.50
0.25,0.31,0.47,131.85,-0.31,-19.69
0.25,0.35,0.45,128.60,-4.47,-21.60
0.21,0.38,0.42,117.98,-10.08,-25.04
0.19,0.39,0.43,115.80,-17.15,-31.16
0.15,0.39,0.47,114.56,-27.50,-33.76
0.20,0.39,0.42,109.57,-31.08,-34.05
0.21,0.43,0.41,111.56,-29.36,-34.18
0.22,0.49,0.39,102.55,-25.63,-33.30
0.23,0.52,0.35,103.01,-23.89,-29.57
0.26,0.55,0.34,97.07,-27.01,-33.34
0.24,0.59,0.34,86.03,-34.44,-42.38
0.24,0.62,0.31,87.07,-35.28,-42.12
0.25,0.62,0.32,85.51,-38.34,-44.11
0.23,0.60,0.34,82.84,-44.02,-47.95
0.22,0.60,0.36,81.11,-46.50,-52.52
0.23,0.59,0.31,80.69,-43.59,-49.94
0.28,0.66,0.30,78.55,-36.26,-45.36
0.28,0.71,0.33,72.81,-22.31,-37.44
0.26,0.74,0.30,66.75,-8.53,-33.44
0.18,0.74,0.32,58.89,-14.08,-43.98
0.24,0.79,0.24,53.40,-6.31,-36.70
0.25,0.78,0.25,50.52,5.15,-25.57
0.21,0.81,0.29,44.08,8.03,-22.47
0.19,0.81,0.30,39.73,3.24,-23.57
0.20,0.78,0.27,41.60,0.50,-23.79
-0.29,0.21,-0.06,40.87,-60.37,-103.11
0.11,0.87,0.47,39.69,3.11,-10.20
0.30,0.87,0.44,65.86,9.13,-2.76
0.19,0.82,0.30,63.57,19.82,2.63
0.14,0.86,0.18,69.77,13.91,-4.55
0.14,0.90,0.15,75.48,-1.33,-10.02
0.23,1.01,0.17,61.65,6.81,-8.18
0.20,1.01,0.20,51.62,8.75,-7.42
0.17,0.96,0.21,40.73,-2.14,-8.56
0.15,0.93,0.18,34.82,-4.58,-9.28
0.14,0.94,0.21,29.76,-3.24,-6.69
0.13,0.91,0.20,27.97,-2.38,-4.93
0.13,0.92,0.23,25.30,-2.56,-5.27
0.14,0.97,0.25,22.11,-4.44,-6.12
0.12,0.94,0.23,21.18,-6.90,-6.35
0.11,0.95,0.24,19.36,-13.60,-7.36
0.12,0.93,0.20,17.33,-17.50,-9.08
0.16,0.98,0.23,11.83,-19.39,-6.64
0.16,0.94,0.22,12.26,-21.42,-8.55
0.13,0.88,0.20,18.27,-23.13,-10.61
0.13,0.95,0.25,12.08,-23.21,-5.71
0.16,0.93,0.22,17.42,-25.80,-13.05
0.14,0.96,0.24,9.62,-28.26,-12.21
0.19,0.93,0.23,7.76,-14.75,-8.17
0.17,0.96,0.23,3.77,-12.60,-3.13
0.16,0.97,0.24,3.08,-12.46,-2.43
0.17,0.97,0.21,2.99,-12.78,-1.56
0.20,0.95,0.22,1.88,-9.01,-1.63
0.19,0.94,0.21,1.11,-9.22,0.02
0.19,0.95,0.22,-0.72,-2.87,1.45
0.17,0.92,0.20,-0.31,-1.45,-0.02
0.18,0.95,0.23,-3.40,-0.17,0.27
0.17,0.94,0.23,-2.69,-2.56,-1.08
0.16,0.93,0.26,-3.36,-4.60,-2.84
0.15,0.91,0.26,-2.60,-7.66,-4.66
0.15,0.91,0.27,-3.51,-9.74,-4.98
0.16,0.93,0.25,-0.67,-7.94,-3.51
0.17,0.92,0.27,-4.40,-7.85,-2.43
0.17,0.92,0.29,-3.22,-11.45,-3.98
0.19,0.92,0.26,-1.66,-8.09,-3.33
0.18,0.91,0.28,-2.35,-5.63,-2.47
0.17,0.91,0.28,-3.33,-4.23,-1.11
0.16,0.93,0.29,-4.34,-3.91,-0.38
0.16,0.91,0.27,-5.24,-4.47,-0.12
0.17,0.93,0.29,-7.82,-6.69,-0.29
0.17,0.92,0.28,-6.87,-7.31,0.14
0.18,0.91,0.29,-6.29,-8.35,-0.17
0.19,0.92,0.30,-5.25,-9.98,-0.85
0.20,0.91,0.30,-4.69,-10.49,-1.56
0.22,0.92,0.30,-3.66,-6.32,0.18
0.23,0.93,0.29,-2.52,-2.99,1.73
0.22,0.92,0.29,-1.53,-0.47,1.28
0.19,0.91,0.27,-1.73,-0.64,-0.78
0.19,0.91,0.28,-2.46,0.58,-1.16
0.19,0.92,0.30,-3.01,-0.20,-2.78
0.17,0.90,0.30,-2.43,-0.40,-2.99
0.16,0.88,0.28,-1.88,0.03,-2.56
0.15,0.88,0.31,-2.08,0.82,-0.53
0.15,0.88,0.32,0.21,-0.49,0.06
0.14,0.86,0.31,2.37,-1.47,0.26
0.15,0.90,0.32,1.13,-2.43,1.44
0.17,0.91,0.30,1.27,-0.82,2.90
0.19,0.90,0.29,2.21,1.01,2.95
0.18,0.91,0.30,1.50,0.63,2.78
0.18,0.92,0.28,0.61,-0.40,1.07
0.18,0.93,0.28,-0.23,-0.79,0.72
0.19,0.90,0.28,1.25,0.00,0.49
